date,temp_mean_C,temp_max_C,temp_min_C,temp_range_C,flow_mean_cfs,flow_min_cfs,flow_max_cfs,flow_log_mean,temp_change_1d,flow_change_1d,day_of_year,month,n_obs
2024-09-12,18.681250000000002,21.1,17.3,3.8000000000000007,100.5,100.0,103.0,4.620058798481842,0.19062500000000426,0.09375,256,9,96
2024-09-13,18.976041666666667,21.2,17.6,3.599999999999998,100.125,100.0,103.0,4.616357375378656,0.294791666666665,-0.375,257,9,96
2024-09-14,19.172916666666666,21.3,18.0,3.3000000000000007,99.97708333333333,97.8,100.0,4.6148935934063156,0.19687499999999858,-0.14791666666667425,258,9,96
2024-09-15,19.140625,21.3,18.0,3.3000000000000007,99.79375,97.8,100.0,4.613076349746689,-0.03229166666666572,-0.1833333333333229,259,9,96
2024-09-16,18.853125000000002,21.2,17.7,3.5,93.30833333333334,87.5,100.0,4.546569556183895,-0.28749999999999787,-6.485416666666666,260,9,96
2024-09-17,18.743750000000002,20.8,17.5,3.3000000000000007,90.0,90.0,90.0,4.51085950651685,-0.109375,-3.308333333333337,261,9,96
2024-09-18,18.787499999999998,20.1,17.8,2.3000000000000007,89.97708333333333,89.9,90.0,4.510607643300141,0.04374999999999574,-0.022916666666674246,262,9,96
2024-09-19,19.246315789473684,21.5,18.1,3.3999999999999986,89.9778947368421,87.3,92.4,4.510616562028471,0.45881578947368595,0.0008114035087771754,263,9,95
2024-09-20,19.0,19.8,18.3,1.5,89.63333333333333,89.5,89.7,4.506822062970315,-0.24631578947368382,-0.3445614035087772,264,9,96
2024-09-21,18.953125,20.3,18.0,2.3000000000000007,89.44895833333334,89.4,89.5,4.504785695283373,-0.046875,-0.18437499999998863,265,9,96
2024-09-22,18.619791666666668,20.3,17.6,2.6999999999999993,89.471875,89.2,91.9,4.5050390289251325,-0.33333333333333215,0.022916666666660035,266,9,96
2024-09-23,18.470833333333335,19.6,17.5,2.1000000000000014,93.89687500000001,89.1,96.8,4.55279077567433,-0.14895833333333286,4.425000000000011,267,9,96
2024-09-24,18.702083333333334,19.7,18.0,1.6999999999999993,94.36562500000001,93.9,96.7,4.55771818857402,0.2312499999999993,0.46875,268,9,96
2024-09-25,18.653125,19.1,18.2,0.9000000000000021,95.31458333333335,93.8,96.5,4.567619743821945,-0.04895833333333499,0.9489583333333371,269,9,96
2024-09-26,18.96,19.4,18.6,0.7999999999999972,97.56842105263158,96.1,98.9,4.59075093701026,0.30687500000000156,2.2538377192982324,270,9,95
2024-09-27,19.414583333333333,21.0,18.8,2.1999999999999993,96.09791666666666,95.9,98.7,4.575719919522993,0.454583333333332,-1.4705043859649152,271,9,96
2024-09-28,19.404166666666665,20.7,18.8,1.8999999999999986,95.71666666666665,93.2,95.9,4.571785741968507,-0.010416666666667851,-0.3812500000000085,272,9,96
2024-09-29,18.833333333333332,19.5,18.1,1.3999999999999986,95.63541666666667,95.5,95.7,4.570945306185435,-0.5708333333333329,-0.08124999999998295,273,9,96
2024-09-30,19.18227848101266,20.9,18.0,2.8999999999999986,95.45443037974684,95.4,95.5,4.569070672767978,0.34894514767932705,-0.18098628691983265,274,9,79
